## Wed Dec 27 23:32:50 2023
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_ymzghtyc --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_ymzghtyc --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_ymzghtyc/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
132	5808.XP_002141101.1	3.6e-129	390.0	COG0631@1|root,KOG0698@2759|Eukaryota,3YCKW@5794|Apicomplexa	5794|Apicomplexa	E	Protein phosphatase 2C	-	-	-	-	-	-	-	-	-	-	-	-	PP2C
133	591001.Acfer_1818	1.62e-194	538.0	COG2057@1|root,COG2057@2|Bacteria,1UDE4@1239|Firmicutes	1239|Firmicutes	I	Acyl CoA acetate 3-ketoacid CoA transferase beta subunit	gctB	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	2.8.3.12	ko:K01040	ko00643,ko00650,ko01120,map00643,map00650,map01120	-	R04000,R05509	RC00012,RC00131,RC00137	ko00000,ko00001,ko01000	-	-	-	CoA_trans
134	155864.EDL933_1144	2.77e-114	327.0	2DEIP@1|root,2ZN4X@2|Bacteria,1RA74@1224|Proteobacteria,1S3MA@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
135	181119.XP_005516938.1	8.35e-265	753.0	KOG4257@1|root,KOG4257@2759|Eukaryota,38BUS@33154|Opisthokonta,3B9QA@33208|Metazoa,3CRDE@33213|Bilateria,4857U@7711|Chordata,48XH1@7742|Vertebrata,4GJ2M@8782|Aves	33208|Metazoa	T	Focal adhesion kinase 1	PTK2	GO:0000003,GO:0000165,GO:0000226,GO:0000902,GO:0000904,GO:0001525,GO:0001558,GO:0001568,GO:0001570,GO:0001667,GO:0001725,GO:0001764,GO:0001890,GO:0001932,GO:0001933,GO:0001934,GO:0001944,GO:0001952,GO:0001954,GO:0002009,GO:0002011,GO:0002020,GO:0002252,GO:0002253,GO:0002376,GO:0002429,GO:0002431,GO:0002433,GO:0002682,GO:0002684,GO:0002757,GO:0002764,GO:0002768,GO:0003006,GO:0003007,GO:0003008,GO:0003013,GO:0003018,GO:0003674,GO:0003779,GO:0003824,GO:0004175,GO:0004197,GO:0004198,GO:0004672,GO:0004713,GO:0004715,GO:0005085,GO:0005088,GO:0005102,GO:0005178,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005829,GO:0005856,GO:0005886,GO:0005911,GO:0005912,GO:0005924,GO:0005925,GO:0006464,GO:0006468,GO:0006469,GO:0006508,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006873,GO:0006897,GO:0006909,GO:0006928,GO:0006935,GO:0006950,GO:0006952,GO:0006955,GO:0006996,GO:0007010,GO:0007015,GO:0007016,GO:0007017,GO:0007097,GO:0007154,GO:0007155,GO:0007162,GO:0007163,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007173,GO:0007178,GO:0007179,GO:0007229,GO:0007254,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0007417,GO:0007420,GO:0007507,GO:0008015,GO:0008092,GO:0008104,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0008284,GO:0008347,GO:0008360,GO:0008432,GO:0008582,GO:0009268,GO:0009605,GO:0009611,GO:0009612,GO:0009628,GO:0009653,GO:0009719,GO:0009725,GO:0009743,GO:0009746,GO:0009749,GO:0009887,GO:0009888,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009896,GO:0009898,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010033,GO:0010243,GO:0010506,GO:0010507,GO:0010562,GO:0010563,GO:0010594,GO:0010604,GO:0010605,GO:0010611,GO:0010613,GO:0010631,GO:0010632,GO:0010646,GO:0010647,GO:0010648,GO:0010720,GO:0010721,GO:0010769,GO:0010771,GO:0010810,GO:0010811,GO:0010812,GO:0010941,GO:0010975,GO:0010977,GO:0014013,GO:0014015,GO:0014066,GO:0014068,GO:0014070,GO:0014704,GO:0014742,GO:0014743,GO:0014910,GO:0014911,GO:0015629,GO:0016020,GO:0016043,GO:0016192,GO:0016301,GO:0016310,GO:0016323,GO:0016324,GO:0016477,GO:0016604,GO:0016740,GO:0016772,GO:0016773,GO:0016787,GO:0017016,GO:0018108,GO:0018193,GO:0018212,GO:0019216,GO:0019220,GO:0019222,GO:0019538,GO:0019725,GO:0019897,GO:0019898,GO:0019899,GO:0019900,GO:0019901,GO:0019902,GO:0019904,GO:0021537,GO:0021543,GO:0021795,GO:0021799,GO:0021801,GO:0021852,GO:0021859,GO:0021860,GO:0021872,GO:0021879,GO:0021884,GO:0021885,GO:0021953,GO:0021954,GO:0021955,GO:0021987,GO:0022008,GO:0022029,GO:0022030,GO:0022407,GO:0022408,GO:0022414,GO:0022603,GO:0022604,GO:0022610,GO:0023014,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030002,GO:0030010,GO:0030027,GO:0030029,GO:0030030,GO:0030036,GO:0030054,GO:0030055,GO:0030100,GO:0030154,GO:0030155,GO:0030162,GO:0030182,GO:0030198,GO:0030278,GO:0030307,GO:0030320,GO:0030334,GO:0030335,GO:0030336,GO:0030424,GO:0030425,GO:0030644,GO:0030900,GO:0031098,GO:0031175,GO:0031234,GO:0031252,GO:0031267,GO:0031323,GO:0031324,GO:0031325,GO:0031329,GO:0031330,GO:0031331,GO:0031344,GO:0031345,GO:0031399,GO:0031400,GO:0031401,GO:0031625,GO:0031952,GO:0031953,GO:0031974,GO:0031981,GO:0032092,GO:0032268,GO:0032269,GO:0032270,GO:0032355,GO:0032432,GO:0032501,GO:0032502,GO:0032507,GO:0032870,GO:0032879,GO:0032989,GO:0032990,GO:0033036,GO:0033043,GO:0033267,GO:0033554,GO:0033628,GO:0033673,GO:0033674,GO:0033993,GO:0034284,GO:0034613,GO:0035150,GO:0035239,GO:0035295,GO:0035296,GO:0035556,GO:0035994,GO:0036211,GO:0036477,GO:0038007,GO:0038083,GO:0038093,GO:0038094,GO:0038096,GO:0038127,GO:0040008,GO:0040011,GO:0040012,GO:0040013,GO:0040017,GO:0042058,GO:0042059,GO:0042060,GO:0042063,GO:0042127,GO:0042169,GO:0042176,GO:0042221,GO:0042325,GO:0042326,GO:0042327,GO:0042330,GO:0042383,GO:0042493,GO:0042592,GO:0042641,GO:0042802,GO:0042981,GO:0042995,GO:0043005,GO:0043062,GO:0043066,GO:0043067,GO:0043069,GO:0043085,GO:0043086,GO:0043087,GO:0043170,GO:0043195,GO:0043197,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043393,GO:0043405,GO:0043407,GO:0043408,GO:0043409,GO:0043412,GO:0043434,GO:0043502,GO:0043542,GO:0043548,GO:0043549,GO:0043550,GO:0043551,GO:0043552,GO:0043679,GO:0044057,GO:0044087,GO:0044089,GO:0044092,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044291,GO:0044306,GO:0044309,GO:0044319,GO:0044389,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044451,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0044877,GO:0045087,GO:0045177,GO:0045185,GO:0045202,GO:0045444,GO:0045595,GO:0045596,GO:0045597,GO:0045664,GO:0045665,GO:0045667,GO:0045732,GO:0045785,GO:0045807,GO:0045834,GO:0045859,GO:0045860,GO:0045862,GO:0045886,GO:0045926,GO:0045927,GO:0045936,GO:0045937,GO:0046620,GO:0046621,GO:0046685,GO:0046777,GO:0046907,GO:0048010,GO:0048013,GO:0048468,GO:0048513,GO:0048514,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048608,GO:0048638,GO:0048640,GO:0048646,GO:0048660,GO:0048661,GO:0048666,GO:0048667,GO:0048699,GO:0048729,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0048870,GO:0048878,GO:0050730,GO:0050731,GO:0050764,GO:0050766,GO:0050767,GO:0050768,GO:0050769,GO:0050770,GO:0050771,GO:0050776,GO:0050778,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050801,GO:0050803,GO:0050804,GO:0050806,GO:0050807,GO:0050839,GO:0050880,GO:0050896,GO:0051020,GO:0051049,GO:0051050,GO:0051093,GO:0051094,GO:0051098,GO:0051099,GO:0051128,GO:0051129,GO:0051130,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051235,GO:0051239,GO:0051240,GO:0051241,GO:0051246,GO:0051247,GO:0051248,GO:0051270,GO:0051271,GO:0051272,GO:0051336,GO:0051338,GO:0051347,GO:0051348,GO:0051403,GO:0051493,GO:0051640,GO:0051641,GO:0051647,GO:0051649,GO:0051651,GO:0051656,GO:0051674,GO:0051716,GO:0051893,GO:0051894,GO:0051896,GO:0051897,GO:0051960,GO:0051961,GO:0051962,GO:0051963,GO:0051964,GO:0055064,GO:0055081,GO:0055082,GO:0055083,GO:0060055,GO:0060251,GO:0060252,GO:0060255,GO:0060284,GO:0060322,GO:0060396,GO:0060416,GO:0060429,GO:0060548,GO:0060627,GO:0061097,GO:0061098,GO:0061174,GO:0061176,GO:0061177,GO:0061458,GO:0061564,GO:0065007,GO:0065008,GO:0065009,GO:0070011,GO:0070013,GO:0070161,GO:0070727,GO:0070848,GO:0070887,GO:0071310,GO:0071363,GO:0071375,GO:0071378,GO:0071417,GO:0071495,GO:0071559,GO:0071560,GO:0071704,GO:0071840,GO:0071900,GO:0071901,GO:0071944,GO:0072358,GO:0072359,GO:0080090,GO:0090066,GO:0090109,GO:0090130,GO:0090132,GO:0090218,GO:0090257,GO:0090504,GO:0090505,GO:0097435,GO:0097447,GO:0097458,GO:0097485,GO:0097517,GO:0097746,GO:0097755,GO:0098552,GO:0098562,GO:0098590,GO:0098657,GO:0098771,GO:0098772,GO:0098793,GO:0098794,GO:0099177,GO:0120025,GO:0120035,GO:0120036,GO:0120038,GO:0120039,GO:0140096,GO:0150034,GO:1900024,GO:1901184,GO:1901185,GO:1901564,GO:1901652,GO:1901653,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1901888,GO:1901890,GO:1902531,GO:1902532,GO:1902533,GO:1903050,GO:1903052,GO:1903362,GO:1903364,GO:1903391,GO:1903393,GO:1903725,GO:1903727,GO:1904235,GO:1904237,GO:1904396,GO:1904397,GO:1905809,GO:2000026,GO:2000058,GO:2000060,GO:2000145,GO:2000146,GO:2000147,GO:2000209,GO:2000811	2.7.10.2	ko:K05725,ko:K05871	ko01522,ko04012,ko04020,ko04062,ko04072,ko04151,ko04360,ko04370,ko04510,ko04650,ko04670,ko04810,ko04912,ko05100,ko05146,ko05161,ko05165,ko05200,ko05202,ko05205,ko05222,ko05418,map01522,map04012,map04020,map04062,map04072,map04151,map04360,map04370,map04510,map04650,map04670,map04810,map04912,map05100,map05146,map05161,map05165,map05200,map05202,map05205,map05222,map05418	-	-	-	ko00000,ko00001,ko01000,ko01001,ko01009	-	-	-	FERM_M,Focal_AT,Pkinase_Tyr
136	220341.16502655	1.1e-71	216.0	2CSJ8@1|root,32SRB@2|Bacteria,1N0YE@1224|Proteobacteria,1S9BH@1236|Gammaproteobacteria,3ZM9R@590|Salmonella	1236|Gammaproteobacteria	S	Protein of unknown function (DUF1283)	ynfB	GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	DUF1283
137	272626.lin2199	1.97e-219	606.0	COG1105@1|root,COG1105@2|Bacteria,1V05Y@1239|Firmicutes,4HC1A@91061|Bacilli,26J4E@186820|Listeriaceae	91061|Bacilli	F	Belongs to the carbohydrate kinase PfkB family. LacC subfamily	-	-	2.7.1.56	ko:K00882	ko00051,map00051	-	R02071	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PfkB
138	205918.Psyr_3617	1.22e-136	388.0	COG0500@1|root,COG0500@2|Bacteria,1RAE4@1224|Proteobacteria,1S0RC@1236|Gammaproteobacteria,1Z7T9@136849|Pseudomonas syringae group	1236|Gammaproteobacteria	J	thiopurine S-methyltransferase activity	tpm	GO:0003674,GO:0003824,GO:0008119,GO:0008150,GO:0008152,GO:0008168,GO:0008172,GO:0008757,GO:0010035,GO:0010038,GO:0016740,GO:0016741,GO:0032259,GO:0042221,GO:0046690,GO:0050896	2.1.1.67	ko:K00569	ko00983,map00983	-	R08236,R08239,R08246	RC00003,RC00980,RC02277	ko00000,ko00001,ko01000	-	-	-	TPMT
139	654909.Y157_AFV1Y	2.8e-111	319.0	4QCH9@10239|Viruses,4QVKA@35237|dsDNA viruses  no RNA stage	10239|Viruses	S	Protein of unknown function DUF3258	-	-	-	-	-	-	-	-	-	-	-	-	-
140	100226.SCO6972	7.42e-86	257.0	COG1547@1|root,COG1547@2|Bacteria,2IHUS@201174|Actinobacteria	201174|Actinobacteria	S	Domain of unknown function (DUF309)	-	-	-	ko:K09763	-	-	-	-	ko00000	-	-	-	DUF309
141	10360.SCAF_HCMVA	7.09e-177	510.0	4QDDF@10239|Viruses,4QVSF@35237|dsDNA viruses  no RNA stage,4R1C7@548681|Herpesvirales	548681|Herpesvirales	S	serine-type endopeptidase activity	-	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0008150,GO:0016032,GO:0018995,GO:0019058,GO:0019068,GO:0019069,GO:0033643,GO:0033646,GO:0033647,GO:0033648,GO:0039708,GO:0042025,GO:0042802,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
142	243090.RB11969	1.04e-284	777.0	COG1821@1|root,COG1821@2|Bacteria,2J0BG@203682|Planctomycetes	203682|Planctomycetes	S	ATP-grasp domain	-	-	-	-	-	-	-	-	-	-	-	-	ATP-grasp_3
143	100226.SCO4313	2.51e-152	428.0	COG1309@1|root,COG1309@2|Bacteria,2GMCG@201174|Actinobacteria	201174|Actinobacteria	K	transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
144	9483.ENSCJAP00000051347	1.35e-91	281.0	KOG0297@1|root,KOG0297@2759|Eukaryota,38G5J@33154|Opisthokonta,3BAW0@33208|Metazoa,3CZCW@33213|Bilateria,482B5@7711|Chordata,491VK@7742|Vertebrata,3JECJ@40674|Mammalia,35BYW@314146|Euarchontoglires,4M7QG@9443|Primates	33208|Metazoa	O	TNF receptor-associated factor BIRC3 binding domain	TRAF2	GO:0000151,GO:0000209,GO:0000302,GO:0001817,GO:0001819,GO:0001932,GO:0001934,GO:0001959,GO:0001961,GO:0002637,GO:0002682,GO:0002684,GO:0002697,GO:0002699,GO:0002700,GO:0002702,GO:0002703,GO:0002705,GO:0002706,GO:0002708,GO:0002709,GO:0002711,GO:0002718,GO:0002720,GO:0002724,GO:0002726,GO:0002791,GO:0002819,GO:0002821,GO:0002822,GO:0002824,GO:0003674,GO:0003824,GO:0004842,GO:0005102,GO:0005126,GO:0005164,GO:0005174,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005783,GO:0005789,GO:0005829,GO:0005886,GO:0005887,GO:0005938,GO:0006355,GO:0006464,GO:0006508,GO:0006807,GO:0006915,GO:0006919,GO:0006950,GO:0006979,GO:0007154,GO:0007165,GO:0007166,GO:0007249,GO:0007250,GO:0008150,GO:0008152,GO:0008219,GO:0008289,GO:0009056,GO:0009057,GO:0009889,GO:0009893,GO:0009898,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010033,GO:0010035,GO:0010468,GO:0010556,GO:0010562,GO:0010604,GO:0010646,GO:0010647,GO:0010648,GO:0010803,GO:0010941,GO:0010942,GO:0010950,GO:0010952,GO:0012501,GO:0012505,GO:0012506,GO:0016020,GO:0016021,GO:0016043,GO:0016567,GO:0016579,GO:0016740,GO:0019219,GO:0019220,GO:0019221,GO:0019222,GO:0019538,GO:0019787,GO:0019899,GO:0019900,GO:0019901,GO:0019902,GO:0019903,GO:0022607,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030162,GO:0030163,GO:0031090,GO:0031224,GO:0031226,GO:0031323,GO:0031325,GO:0031326,GO:0031399,GO:0031401,GO:0031435,GO:0031625,GO:0031974,GO:0031981,GO:0031982,GO:0031984,GO:0031996,GO:0032092,GO:0032147,GO:0032268,GO:0032270,GO:0032446,GO:0032663,GO:0032743,GO:0032813,GO:0032872,GO:0032874,GO:0032879,GO:0032880,GO:0032991,GO:0033209,GO:0033554,GO:0033674,GO:0034097,GO:0034350,GO:0034351,GO:0034599,GO:0034612,GO:0034614,GO:0034622,GO:0034976,GO:0035556,GO:0035631,GO:0035690,GO:0036211,GO:0038061,GO:0042175,GO:0042221,GO:0042325,GO:0042327,GO:0042493,GO:0042802,GO:0042981,GO:0043065,GO:0043066,GO:0043067,GO:0043068,GO:0043069,GO:0043085,GO:0043122,GO:0043123,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043235,GO:0043280,GO:0043281,GO:0043393,GO:0043405,GO:0043406,GO:0043408,GO:0043410,GO:0043412,GO:0043496,GO:0043506,GO:0043507,GO:0043549,GO:0043933,GO:0044085,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044389,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044432,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0044877,GO:0045121,GO:0045859,GO:0045860,GO:0045862,GO:0045937,GO:0046328,GO:0046330,GO:0046625,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0050708,GO:0050776,GO:0050778,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051023,GO:0051046,GO:0051049,GO:0051090,GO:0051091,GO:0051092,GO:0051098,GO:0051099,GO:0051171,GO:0051173,GO:0051174,GO:0051223,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051252,GO:0051259,GO:0051260,GO:0051291,GO:0051336,GO:0051338,GO:0051345,GO:0051347,GO:0051716,GO:0051865,GO:0052547,GO:0052548,GO:0060255,GO:0060548,GO:0060759,GO:0060760,GO:0065003,GO:0065007,GO:0065009,GO:0070013,GO:0070059,GO:0070201,GO:0070206,GO:0070207,GO:0070265,GO:0070302,GO:0070304,GO:0070534,GO:0070646,GO:0070647,GO:0070887,GO:0071241,GO:0071310,GO:0071345,GO:0071356,GO:0071550,GO:0071704,GO:0071731,GO:0071732,GO:0071840,GO:0071900,GO:0071902,GO:0071944,GO:0080090,GO:0080134,GO:0080135,GO:0090073,GO:0090087,GO:0097057,GO:0097190,GO:0097191,GO:0097193,GO:0097300,GO:0097366,GO:0098552,GO:0098562,GO:0098589,GO:0098796,GO:0098797,GO:0098802,GO:0098805,GO:0098827,GO:0098857,GO:0099568,GO:0140096,GO:1901214,GO:1901215,GO:1901222,GO:1901224,GO:1901564,GO:1901565,GO:1901575,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902041,GO:1902042,GO:1902170,GO:1902494,GO:1902531,GO:1902533,GO:1903265,GO:1903506,GO:1903530,GO:1903719,GO:1903721,GO:1990234,GO:1990604,GO:2000112,GO:2000116,GO:2001056,GO:2001141,GO:2001233,GO:2001234,GO:2001235,GO:2001236,GO:2001237,GO:2001238	2.3.2.27	ko:K03172,ko:K03173,ko:K03174	ko04010,ko04064,ko04071,ko04141,ko04210,ko04217,ko04380,ko04620,ko04621,ko04622,ko04657,ko04668,ko04920,ko04932,ko05160,ko05165,ko05167,ko05168,ko05169,ko05200,ko05202,ko05203,ko05222,map04010,map04064,map04071,map04141,map04210,map04217,map04380,map04620,map04621,map04622,map04657,map04668,map04920,map04932,map05160,map05165,map05167,map05168,map05169,map05200,map05202,map05203,map05222	-	-	-	ko00000,ko00001,ko01000,ko03019,ko04121	-	-	-	TRAF_BIRC3_bd,zf-C3HC4,zf-TRAF
145	224914.BMEII0270	6.49e-178	499.0	COG2171@1|root,COG2171@2|Bacteria,1MU0Y@1224|Proteobacteria,2TS3H@28211|Alphaproteobacteria,1J1GT@118882|Brucellaceae	28211|Alphaproteobacteria	E	N-succinyltransferase activity	dapD	-	2.3.1.117	ko:K00674	ko00300,ko01100,ko01120,ko01230,map00300,map01100,map01120,map01230	M00016	R04365	RC00004,RC01136	ko00000,ko00001,ko00002,ko01000	-	-	-	Hexapep,Hexapep_2,THDPS_N_2
146	316407.1651621	0.0	1071.0	COG1140@1|root,COG1140@2|Bacteria,1MW9Q@1224|Proteobacteria,1RNMJ@1236|Gammaproteobacteria,3XMWG@561|Escherichia	1236|Gammaproteobacteria	C	The nitrate reductase enzyme complex allows E.coli to use nitrate as an electron acceptor during anaerobic growth. The beta chain is an electron transfer unit containing four cysteine clusters involved in the formation of iron-sulfur centers. Electrons are transferred from the gamma chain to the molybdenum cofactor of the alpha subunit	narH	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006082,GO:0006091,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008940,GO:0009055,GO:0009061,GO:0009325,GO:0009898,GO:0009987,GO:0015980,GO:0016020,GO:0016021,GO:0016491,GO:0016661,GO:0019645,GO:0022900,GO:0022904,GO:0031224,GO:0031226,GO:0031235,GO:0032991,GO:0033554,GO:0042126,GO:0043436,GO:0044237,GO:0044281,GO:0044425,GO:0044459,GO:0044464,GO:0044799,GO:0045333,GO:0048037,GO:0050896,GO:0051536,GO:0051538,GO:0051539,GO:0051540,GO:0051716,GO:0055114,GO:0070469,GO:0070470,GO:0071704,GO:0071944,GO:0098552,GO:0098562,GO:0098796,GO:0098797,GO:0098803,GO:1902494,GO:1990204,GO:2001057	1.7.5.1	ko:K00371	ko00910,ko01120,ko02020,map00910,map01120,map02020	M00529,M00530,M00804	R00798,R01106,R09497	RC02812	ko00000,ko00001,ko00002,ko01000	5.A.3.1	-	iEcE24377_1341.EcE24377A_1376,iEcolC_1368.EcolC_2189	Fer4_11,Nitr_red_bet_C
147	243274.THEMA_02540	0.0	896.0	COG5434@1|root,COG5434@2|Bacteria	2|Bacteria	M	polygalacturonase activity	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_28,Glyco_hydro_88,Pectate_lyase_3
149	12081.PRO_0000040082	2.33e-94	283.0	4QB3C@10239|Viruses,4R10H@439488|ssRNA viruses,4R0QI@35278|ssRNA positive-strand viruses  no DNA stage,4R16T@464095|Picornavirales	464095|Picornavirales	A	structural molecule activity	-	GO:0001172,GO:0002682,GO:0002683,GO:0003674,GO:0003824,GO:0003968,GO:0005575,GO:0006139,GO:0006417,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009605,GO:0009607,GO:0009889,GO:0009892,GO:0009893,GO:0009894,GO:0009896,GO:0009987,GO:0010468,GO:0010506,GO:0010508,GO:0010556,GO:0010605,GO:0010608,GO:0010629,GO:0016032,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0018995,GO:0019012,GO:0019048,GO:0019049,GO:0019054,GO:0019057,GO:0019058,GO:0019079,GO:0019222,GO:0019438,GO:0020012,GO:0030430,GO:0030682,GO:0030683,GO:0031323,GO:0031325,GO:0031326,GO:0031329,GO:0031331,GO:0031347,GO:0031348,GO:0032268,GO:0032386,GO:0032774,GO:0032879,GO:0033643,GO:0033646,GO:0033647,GO:0033648,GO:0034062,GO:0034248,GO:0034641,GO:0034654,GO:0035821,GO:0039503,GO:0039506,GO:0039507,GO:0039508,GO:0039509,GO:0039519,GO:0039520,GO:0039522,GO:0039537,GO:0039538,GO:0039540,GO:0039604,GO:0039606,GO:0039611,GO:0039656,GO:0039657,GO:0039690,GO:0039694,GO:0042025,GO:0043170,GO:0043207,GO:0043656,GO:0043657,GO:0044003,GO:0044068,GO:0044073,GO:0044092,GO:0044215,GO:0044216,GO:0044217,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044359,GO:0044362,GO:0044403,GO:0044413,GO:0044414,GO:0044415,GO:0044419,GO:0044501,GO:0045088,GO:0045824,GO:0046483,GO:0048518,GO:0048519,GO:0048522,GO:0048583,GO:0048585,GO:0050690,GO:0050776,GO:0050777,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051171,GO:0051246,GO:0051701,GO:0051704,GO:0051707,GO:0051805,GO:0051807,GO:0051817,GO:0051832,GO:0051833,GO:0051834,GO:0052027,GO:0052029,GO:0052031,GO:0052037,GO:0052038,GO:0052055,GO:0052056,GO:0052167,GO:0052170,GO:0052173,GO:0052200,GO:0052204,GO:0052205,GO:0052230,GO:0052250,GO:0052255,GO:0052261,GO:0052306,GO:0052309,GO:0052493,GO:0052552,GO:0052553,GO:0052561,GO:0052562,GO:0052564,GO:0052572,GO:0060255,GO:0060341,GO:0065007,GO:0065009,GO:0071704,GO:0075109,GO:0075111,GO:0075136,GO:0075528,GO:0080090,GO:0080134,GO:0090304,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901576,GO:2000112	-	-	-	-	-	-	-	-	-	-	-
150	502347.ESCAB7627_0443	4.92e-54	176.0	29XKT@1|root,30JC1@2|Bacteria,1NK0D@1224|Proteobacteria,1SVWK@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	PilS N terminal	-	-	-	-	-	-	-	-	-	-	-	-	-
